,H,M,S,draws,energy
0,0,0,0,0.0031005555555555,0.5312370450462868
1,0,0,1,0.0031005555555555,0.5312370450462868
2,0,0,2,0.0031005555555555,0.5312370450462868
3,0,0,3,0.0031005555555555,0.5312370450462868
4,0,0,4,0.0031005555555555,0.5312370450462868
5,0,0,5,0.0031005555555555,0.5312370450462868
6,0,0,6,0.0031005555555555,0.5312370450462868
7,0,0,7,0.0031005555555555,0.5312370450462868
8,0,0,8,0.0031005555555555,0.5312370450462868
9,0,0,9,0.0031005555555555,0.5312370450462868
10,0,0,10,0.0031005555555555,0.5312370450462868
11,0,0,11,0.0031005555555555,0.5312370450462868
12,0,0,12,0.0031005555555555,0.5312370450462868
13,0,0,13,0.0031005555555555,0.5312370450462868
14,0,0,14,0.0031005555555555,0.5312370450462868
15,0,0,15,0.0031005555555555,0.5312370450462868
16,0,0,16,0.0031005555555555,0.5312370450462868
17,0,0,17,0.0031005555555555,0.5312370450462868
18,0,0,18,0.0031005555555555,0.5312370450462868
19,0,0,19,0.0031005555555555,0.5312370450462868
20,0,0,20,0.0031005555555555,0.5312370450462868
21,0,0,21,0.0031005555555555,0.5312370450462868
22,0,0,22,0.0031005555555555,0.5312370450462868
23,0,0,23,0.0031005555555555,0.5312370450462868
24,0,0,24,0.0031005555555555,0.5312370450462868
25,0,0,25,0.0031005555555555,0.5312370450462868
26,0,0,26,0.0031005555555555,0.5312370450462868
27,0,0,27,0.0031005555555555,0.5312370450462868
28,0,0,28,0.0031005555555555,0.5312370450462868
29,0,0,29,0.0031005555555555,0.5312370450462868
30,0,0,30,0.0031005555555555,0.5312370450462868
31,0,0,31,0.0031005555555555,0.5312370450462868
32,0,0,32,0.0031005555555555,0.5312370450462868
33,0,0,33,0.0031005555555555,0.5312370450462868
34,0,0,34,0.0031005555555555,0.5312370450462868
35,0,0,35,0.0031005555555555,0.5312370450462868
36,0,0,36,0.0031005555555555,0.5312370450462868
37,0,0,37,0.0031005555555555,0.5312370450462868
38,0,0,38,0.0031005555555555,0.5312370450462868
39,0,0,39,0.0031005555555555,0.5312370450462868
40,0,0,40,0.0031005555555555,0.5312370450462868
41,0,0,41,0.0031005555555555,0.5312370450462868
42,0,0,42,0.0031005555555555,0.5312370450462868
43,0,0,43,0.0031005555555555,0.5312370450462868
44,0,0,44,0.0031005555555555,0.5312370450462868
45,0,0,45,0.0031005555555555,0.5312370450462868
46,0,0,46,0.0031005555555555,0.5312370450462868
47,0,0,47,0.0031005555555555,0.5312370450462868
48,0,0,48,0.0031005555555555,0.5312370450462868
49,0,0,49,0.0031005555555555,0.5312370450462868
50,0,0,50,0.0031005555555555,0.5312370450462868
51,0,0,51,0.0031005555555555,0.5312370450462868
52,0,0,52,0.0031005555555555,0.5312370450462868
53,0,0,53,0.0031005555555555,0.5312370450462868
54,0,0,54,0.0031005555555555,0.5312370450462868
55,0,0,55,0.0035466666666666,0.6076719755555442
56,0,0,56,0.0035466666666666,0.6076719755555442
57,0,0,57,0.0035466666666666,0.6076719755555442
58,0,0,58,0.0035466666666666,0.6076719755555442
59,0,0,59,0.0035466666666666,0.6076719755555442
60,0,1,0,0.0035466666666666,0.6076719755555442
61,0,1,1,0.0039716666666666,0.6804898109722108
62,0,1,2,0.0039716666666666,0.6804898109722108
63,0,1,3,0.0039716666666666,0.6804898109722108
64,0,1,4,0.0039716666666666,0.6804898109722108
65,0,1,5,0.0039716666666666,0.6804898109722108
66,0,1,6,0.0026833333333333,0.4597518236111054
67,0,1,7,0.0026833333333333,0.4597518236111054
68,0,1,8,0.0026833333333333,0.4597518236111054
69,0,1,9,0.0026833333333333,0.4597518236111054
70,0,1,10,0.0026833333333333,0.4597518236111054
71,0,1,11,0.0026833333333333,0.4597518236111054
72,0,1,12,0.0022372222222222,0.383316893101848
73,0,1,13,0.0022372222222222,0.383316893101848
74,0,1,14,0.0022372222222222,0.383316893101848
75,0,1,15,0.0022372222222222,0.383316893101848
76,0,1,16,0.0022372222222222,0.383316893101848
77,0,1,17,0.0022372222222222,0.383316893101848
78,0,1,18,0.0022372222222222,0.383316893101848
79,0,1,19,0.0022372222222222,0.383316893101848
80,0,1,20,0.0022372222222222,0.383316893101848
81,0,1,21,0.0022372222222222,0.383316893101848
82,0,1,22,0.0022372222222222,0.383316893101848
83,0,1,23,0.0022372222222222,0.383316893101848
84,0,1,24,0.0022372222222222,0.383316893101848
85,0,1,25,0.0022372222222222,0.383316893101848
86,0,1,26,0.0022372222222222,0.383316893101848
87,0,1,27,0.0022372222222222,0.383316893101848
88,0,1,28,0.0022372222222222,0.383316893101848
89,0,1,29,0.0022372222222222,0.383316893101848
90,0,1,30,0.0022372222222222,0.383316893101848
91,0,1,31,0.0022372222222222,0.383316893101848
92,0,1,32,0.0022372222222222,0.383316893101848
93,0,1,33,0.0022372222222222,0.383316893101848
94,0,1,34,0.0022372222222222,0.383316893101848
95,0,1,35,0.0022372222222222,0.383316893101848
96,0,1,36,0.0022372222222222,0.383316893101848
97,0,1,37,0.0022372222222222,0.383316893101848
98,0,1,38,0.0022372222222222,0.383316893101848
99,0,1,39,0.0022372222222222,0.383316893101848
100,0,1,40,0.0022372222222222,0.383316893101848
101,0,1,41,0.0022372222222222,0.383316893101848
102,0,1,42,0.0022372222222222,0.383316893101848
103,0,1,43,0.0022372222222222,0.383316893101848
104,0,1,44,0.0022372222222222,0.383316893101848
105,0,1,45,0.0022372222222222,0.383316893101848
106,0,1,46,0.0022372222222222,0.383316893101848
107,0,1,47,0.0022372222222222,0.383316893101848
